age,gender,total_purchases,avg_order_value,days_since_last_purchase,membership_level,used_voucher,satisfaction_score,will_return
38,Nam,1,829000.0,7,Bạc,0,4,1
28,Nam,1,612000.0,1,Đồng,0,3,0
25,Nữ,3,578000.0,1,Đồng,1,3,1
24,Nam,2,611000.0,2,Đồng,1,4,1
25,Nam,3,613000.0,6,Đồng,1,1,1
45,Nữ,1,705000.0,1,Đồng,0,5,1
24,Nam,1,736000.0,1,Đồng,1,3,1
30,Nam,1,940000.0,8,Vàng,1,3,1
27,Nam,7,683000.0,7,Bạc,0,3,1
27,Nam,1,593000.0,3,Đồng,1,4,1
20,Nữ,1,634000.0,8,Đồng,1,3,1
24,Nam,4,668000.0,3,Đồng,1,3,1
27,Nam,1,570000.0,2,Đồng,0,1,1
28,Nam,1,595000.0,3,Đồng,0,3,0
25,Nữ,8,804000.0,8,Vàng,1,5,1
28,Nam,1,606000.0,5,Đồng,1,4,1
21,Nam,1,609000.0,1,Đồng,0,1,1
46,Nữ,2,1054000.0,7,Vàng,0,1,1
30,Nam,1,611000.0,2,Đồng,0,1,1
21,Nữ,1,718000.0,3,Đồng,0,3,1
21,Nam,1,774000.0,3,Đồng,0,5,0
26,Nữ,2,869000.0,3,Vàng,0,4,1
26,Nam,1,569000.0,1,Đồng,1,1,1
22,Nam,1,580000.0,3,Đồng,0,5,0
43,Nữ,4,1096000.0,8,Kim Cương,1,3,1
21,Nữ,6,775000.0,7,Đồng,0,5,0
32,Nam,4,703000.0,2,Bạc,1,4,1
34,Nữ,5,858000.0,17,Vàng,0,1,1
36,Nữ,2,1106000.0,1,Kim Cương,1,5,1
27,Nam,1,565000.0,1,Đồng,0,1,1
36,Nam,1,722000.0,3,Bạc,0,1,1
29,Nam,1,586000.0,8,Đồng,0,3,1
28,Nam,1,597000.0,1,Đồng,0,1,0
29,Nam,2,633000.0,1,Đồng,0,1,0
35,Nữ,1,585000.0,4,Đồng,1,3,1
33,Nam,1,616000.0,2,Đồng,1,3,0
28,Nữ,2,579000.0,2,Đồng,1,1,1
29,Nữ,1,639000.0,1,Đồng,1,5,1
28,Nữ,1,777000.0,3,Bạc,0,5,1
29,Nam,1,562000.0,1,Đồng,1,1,1
21,Nữ,1,590000.0,1,Đồng,1,5,1
30,Nam,1,573000.0,1,Đồng,0,3,0
20,Nam,1,824000.0,7,Vàng,1,3,1
25,Nữ,3,793000.0,7,Đồng,1,1,1
24,Nữ,15,1170000.0,8,Kim Cương,1,3,0
25,Nam,8,766000.0,7,Đồng,0,3,1
31,Nam,1,732000.0,1,Đồng,0,4,1
36,Nam,1,820000.0,8,Bạc,1,1,1
29,Nam,1,678000.0,1,Đồng,1,1,1
31,Nam,1,687000.0,1,Bạc,0,3,0
22,Nam,2,625000.0,2,Đồng,0,3,0
36,Nữ,1,810000.0,3,Bạc,1,5,1
30,Nam,2,831000.0,3,Vàng,1,5,1
22,Nữ,1,738000.0,1,Đồng,0,1,1
25,Nữ,2,931000.0,12,Vàng,1,1,1
28,Nam,1,940000.0,8,Vàng,0,5,1
29,Nữ,2,673000.0,2,Đồng,0,5,1
26,Nam,1,839000.0,7,Bạc,0,1,1
30,Nam,1,782000.0,7,Bạc,0,3,1
28,Nam,7,847000.0,8,Bạc,1,1,1
32,Nữ,9,562000.0,9,Đồng,1,1,1
40,Nữ,13,1100000.0,8,Kim Cương,1,3,1
44,Nữ,7,729000.0,9,Bạc,1,5,1
30,Nữ,12,838000.0,8,Vàng,1,3,1
45,Nữ,2,1002000.0,2,Vàng,1,3,1
25,Nam,1,723000.0,3,Bạc,1,4,1
36,Nam,1,886000.0,1,Vàng,0,5,1
29,Nam,1,585000.0,2,Đồng,0,5,1
22,Nam,1,683000.0,1,Đồng,1,3,0
49,Nữ,1,660000.0,3,Bạc,1,3,1
24,Nam,1,751000.0,4,Đồng,1,4,1
25,Nam,1,655000.0,1,Đồng,1,4,1
24,Nam,1,774000.0,9,Bạc,1,4,1
29,Nữ,1,597000.0,1,Đồng,0,1,1
23,Nữ,1,807000.0,8,Đồng,1,1,1
29,Nam,2,668000.0,8,Đồng,1,5,1
36,Nam,2,954000.0,1,Vàng,1,5,1
28,Nam,2,952000.0,2,Vàng,0,3,1
34,Nam,1,811000.0,2,Đồng,1,4,1
23,Nam,3,664000.0,1,Bạc,1,1,1
27,Nam,1,681000.0,4,Đồng,1,3,1
45,Nam,1,858000.0,1,Vàng,0,1,1
34,Nữ,1,671000.0,9,Bạc,0,1,1
28,Nam,1,683000.0,3,Đồng,1,4,1
43,Nam,1,717000.0,2,Bạc,0,1,1
21,Nam,1,589000.0,1,Đồng,1,5,1
29,Nam,1,731000.0,3,Đồng,1,1,1
25,Nam,10,738000.0,8,Đồng,1,1,1
30,Nam,4,868000.0,7,Vàng,1,1,0
34,Nam,2,1082000.0,11,Vàng,1,4,1
43,Nam,1,824000.0,1,Bạc,0,1,1
23,Nữ,2,667000.0,7,Bạc,1,4,1
35,Nam,9,857000.0,5,Vàng,1,5,1
23,Nam,5,720000.0,7,Đồng,1,3,1
45,Nữ,2,934000.0,3,Vàng,0,3,1
22,Nữ,1,795000.0,2,Đồng,0,3,1
23,Nam,1,680000.0,4,Đồng,0,3,1
46,Nam,2,959000.0,8,Vàng,0,3,1
30,Nam,1,565000.0,2,Đồng,0,4,1
30,Nam,1,716000.0,2,Đồng,0,5,0
26,Nam,1,610000.0,1,Đồng,0,5,1
23,Nữ,1,684000.0,1,Đồng,0,1,0
30,Nữ,2,684000.0,10,Đồng,0,3,1
32,Nam,1,695000.0,1,Bạc,1,1,1
45,Nữ,2,1238000.0,2,Kim Cương,1,1,1
42,Nữ,1,1187000.0,7,Kim Cương,1,4,1
22,Nam,1,669000.0,3,Bạc,0,3,0
21,Nam,2,577000.0,1,Đồng,0,1,1
23,Nữ,1,637000.0,1,Đồng,1,1,1
43,Nữ,12,859000.0,8,Bạc,1,5,1
23,Nam,1,874000.0,6,Bạc,1,3,0
45,Nữ,4,1054000.0,4,Kim Cương,1,1,1
21,Nam,1,589000.0,2,Đồng,0,3,1
29,Nữ,1,689000.0,1,Đồng,1,4,1
27,Nam,1,738000.0,3,Bạc,0,1,1
25,Nữ,5,872000.0,3,Vàng,1,5,1
31,Nữ,2,842000.0,8,Vàng,0,1,1
27,Nữ,1,741000.0,1,Đồng,0,1,1
33,Nam,4,1043000.0,12,Kim Cương,1,1,1
26,Nam,1,779000.0,9,Đồng,0,3,1
28,Nam,1,712000.0,7,Bạc,0,4,1
35,Nữ,4,749000.0,3,Đồng,1,4,0
41,Nam,15,1170000.0,15,Kim Cương,1,3,1
23,Nam,7,788000.0,7,Bạc,0,3,0
24,Nữ,4,681000.0,3,Đồng,1,4,1
38,Nữ,15,830000.0,6,Vàng,1,1,0
30,Nam,1,659000.0,1,Đồng,1,3,0
22,Nam,2,611000.0,1,Đồng,1,1,1
38,Nữ,5,740000.0,11,Bạc,1,5,1
33,Nữ,1,652000.0,2,Đồng,0,3,1
38,Nữ,2,780000.0,1,Vàng,1,1,1
22,Nữ,2,631000.0,2,Đồng,0,3,0
31,Nam,1,777000.0,7,Bạc,0,3,1
18,Nữ,5,759000.0,7,Đồng,1,3,1
30,Nam,1,778000.0,1,Đồng,0,4,1
34,Nam,1,886000.0,3,Vàng,1,1,0
30,Nữ,5,719000.0,9,Bạc,1,3,1
19,Nam,2,866000.0,2,Bạc,1,3,1
24,Nam,4,808000.0,7,Bạc,1,1,1
23,Nữ,1,784000.0,4,Đồng,1,5,0
36,Nam,1,625000.0,3,Đồng,1,1,1
30,Nữ,2,758000.0,2,Đồng,1,3,1
21,Nữ,1,614000.0,4,Đồng,1,3,1
28,Nam,1,724000.0,7,Đồng,0,1,1
22,Nữ,2,633000.0,30,Đồng,0,5,1
21,Nam,1,602000.0,2,Đồng,0,1,1
32,Nam,7,1065000.0,7,Kim Cương,1,5,1
27,Nam,1,707000.0,4,Đồng,0,5,1
29,Nữ,1,577000.0,1,Đồng,1,4,1
32,Nữ,2,664000.0,13,Bạc,0,4,1
29,Nam,1,748000.0,6,Bạc,0,4,1
30,Nam,4,694000.0,5,Đồng,0,3,1
36,Nam,1,665000.0,15,Đồng,1,4,1
25,Nữ,3,818000.0,7,Vàng,1,1,1
23,Nam,1,653000.0,9,Đồng,0,3,1
42,Nam,1,771000.0,1,Bạc,1,3,1
45,Nữ,1,727000.0,1,Đồng,1,4,1
29,Nam,2,832000.0,11,Vàng,1,1,1
28,Nữ,1,661000.0,2,Đồng,0,3,1
21,Nam,2,754000.0,2,Đồng,1,1,1
27,Nam,2,655000.0,2,Đồng,1,4,1
22,Nam,1,572000.0,2,Đồng,0,1,1
47,Nam,1,862000.0,4,Vàng,1,1,1
19,Nam,1,627000.0,1,Đồng,0,3,1
39,Nữ,4,1183000.0,4,Kim Cương,0,4,1
31,Nam,1,578000.0,8,Đồng,1,3,1
26,Nữ,7,801000.0,4,Vàng,1,1,1
34,Nữ,1,928000.0,7,Bạc,0,1,1
27,Nam,1,717000.0,4,Đồng,0,3,1
20,Nam,1,658000.0,1,Đồng,0,4,1
21,Nữ,1,709000.0,1,Đồng,1,5,0
31,Nam,7,567000.0,2,Đồng,1,4,1
23,Nam,6,583000.0,10,Đồng,1,5,1
37,Nữ,1,645000.0,3,Đồng,0,5,1
45,Nữ,2,726000.0,2,Đồng,1,5,1
27,Nam,1,610000.0,2,Đồng,1,1,1
21,Nam,1,685000.0,1,Đồng,1,1,0
37,Nữ,15,1029000.0,7,Vàng,1,5,1
29,Nữ,2,573000.0,1,Đồng,1,1,1
24,Nữ,1,791000.0,2,Đồng,1,1,1
28,Nữ,1,619000.0,2,Đồng,0,4,1
25,Nữ,1,750000.0,2,Đồng,0,4,0
41,Nam,1,663000.0,2,Đồng,1,3,1
44,Nữ,1,627000.0,3,Đồng,1,5,1
26,Nữ,1,603000.0,6,Đồng,1,4,1
31,Nữ,9,1139000.0,9,Kim Cương,1,3,1
45,Nam,2,1084000.0,15,Kim Cương,1,4,1
27,Nam,1,881000.0,9,Vàng,0,3,1
41,Nữ,2,1029000.0,1,Vàng,1,4,1
43,Nam,11,1185000.0,9,Kim Cương,1,3,1
28,Nữ,1,633000.0,3,Đồng,0,4,1
20,Nam,1,704000.0,1,Bạc,1,3,0
27,Nam,2,597000.0,2,Đồng,1,1,1
37,Nam,11,1202000.0,8,Kim Cương,1,1,1
31,Nam,1,614000.0,7,Đồng,1,5,1
30,Nữ,1,627000.0,2,Đồng,0,4,1
31,Nữ,1,728000.0,2,Bạc,0,3,1
32,Nam,1,740000.0,1,Bạc,1,3,1
29,Nam,1,790000.0,7,Bạc,0,1,1
23,Nam,2,743000.0,1,Đồng,1,5,1
38,Nam,1,763000.0,7,Bạc,0,1,1
29,Nam,2,697000.0,1,Đồng,1,3,1
32,Nam,3,633000.0,7,Đồng,1,1,1
25,Nam,1,819000.0,1,Bạc,1,5,0
24,Nữ,1,894000.0,9,Bạc,0,1,0
22,Nam,2,634000.0,2,Đồng,1,4,1
30,Nữ,1,584000.0,7,Đồng,0,1,1
33,Nam,1,686000.0,2,Đồng,0,1,1
37,Nam,1,861000.0,3,Vàng,0,5,1
23,Nam,9,818000.0,8,Vàng,1,1,0
24,Nam,5,921000.0,8,Bạc,1,3,1
22,Nữ,1,849000.0,7,Vàng,1,3,1
41,Nam,4,960000.0,3,Vàng,1,4,1
22,Nữ,1,570000.0,4,Đồng,0,5,0
33,Nữ,2,1025000.0,1,Vàng,0,1,1
22,Nữ,1,759000.0,1,Bạc,1,5,0
30,Nam,1,596000.0,5,Đồng,0,3,0
37,Nữ,12,784000.0,8,Vàng,1,1,1
42,Nữ,1,720000.0,5,Bạc,1,5,1
27,Nam,3,749000.0,7,Bạc,1,4,1
27,Nữ,1,719000.0,1,Đồng,0,4,1
29,Nam,1,920000.0,3,Vàng,1,1,1
31,Nam,5,839000.0,13,Vàng,1,3,1
24,Nam,1,639000.0,4,Đồng,0,3,1
28,Nam,1,645000.0,1,Đồng,0,1,1
29,Nam,5,664000.0,8,Đồng,1,1,1
22,Nữ,4,783000.0,1,Bạc,1,1,1
27,Nữ,1,811000.0,8,Vàng,1,3,1
22,Nam,1,591000.0,1,Đồng,0,1,0
44,Nữ,2,648000.0,2,Đồng,1,1,1
35,Nam,11,1160000.0,15,Kim Cương,0,1,1
29,Nam,2,648000.0,2,Đồng,0,3,1
40,Nữ,1,1170000.0,6,Kim Cương,1,1,1
21,Nam,1,593000.0,4,Đồng,1,1,0
34,Nữ,2,1164000.0,9,Kim Cương,0,1,1
22,Nữ,1,707000.0,7,Đồng,1,5,0
41,Nam,15,1200000.0,12,Kim Cương,1,3,1
27,Nữ,1,611000.0,2,Đồng,1,4,1
20,Nam,1,649000.0,2,Đồng,0,3,0
27,Nữ,1,601000.0,2,Đồng,1,3,1
28,Nam,2,733000.0,2,Đồng,1,1,1
33,Nam,1,658000.0,1,Đồng,0,5,1
35,Nam,4,681000.0,7,Đồng,1,1,1
36,Nam,1,1159000.0,7,Kim Cương,1,1,1
24,Nam,2,938000.0,2,Vàng,1,3,1
27,Nữ,1,608000.0,2,Đồng,0,1,1
25,Nam,5,706000.0,9,Bạc,0,5,1
30,Nữ,1,655000.0,2,Đồng,0,5,1
40,Nam,1,781000.0,2,Bạc,1,3,1
18,Nam,1,807000.0,1,Vàng,0,3,0
31,Nữ,11,1045000.0,3,Vàng,1,3,1
24,Nam,1,680000.0,5,Đồng,1,1,1
35,Nữ,1,724000.0,2,Bạc,1,5,1
22,Nam,1,752000.0,2,Bạc,1,1,1
23,Nữ,1,657000.0,2,Đồng,1,3,1
33,Nữ,7,568000.0,8,Đồng,1,5,1
32,Nam,3,1167000.0,9,Kim Cương,1,3,1
39,Nam,1,572000.0,1,Đồng,1,1,1
21,Nam,1,596000.0,4,Đồng,0,4,0
27,Nam,1,709000.0,3,Đồng,0,4,1
34,Nam,7,758000.0,5,Bạc,1,1,1
28,Nam,1,585000.0,4,Đồng,0,5,1
39,Nữ,7,1040000.0,7,Kim Cương,1,4,1
23,Nam,1,597000.0,1,Đồng,0,3,0
23,Nam,1,818000.0,1,Bạc,1,4,1
24,Nam,7,814000.0,8,Bạc,0,1,1
21,Nam,1,628000.0,5,Đồng,1,5,1
36,Nam,2,962000.0,10,Vàng,1,1,1
28,Nam,10,588000.0,11,Đồng,1,1,1
45,Nam,4,1139000.0,13,Kim Cương,1,5,1
31,Nam,9,879000.0,3,Vàng,1,4,0
31,Nam,1,731000.0,4,Đồng,1,1,1
31,Nam,1,738000.0,1,Bạc,1,1,1
22,Nam,1,678000.0,1,Đồng,1,3,1
29,Nữ,2,1025000.0,2,Vàng,0,1,1
28,Nữ,6,974000.0,3,Vàng,1,4,1
32,Nữ,7,859000.0,7,Bạc,1,5,1
21,Nữ,1,825000.0,4,Bạc,1,4,1
40,Nam,1,1143000.0,6,Kim Cương,1,4,1
42,Nam,1,1123000.0,3,Kim Cương,1,3,1
34,Nam,11,852000.0,6,Đồng,1,3,1
22,Nam,1,736000.0,9,Đồng,0,1,1
44,Nam,1,778000.0,8,Bạc,0,1,1
22,Nam,3,667000.0,3,Đồng,1,5,1
27,Nữ,5,568000.0,7,Đồng,1,1,1
29,Nam,1,751000.0,1,Đồng,0,3,0
30,Nam,1,714000.0,2,Bạc,0,1,1
21,Nam,1,591000.0,2,Đồng,1,4,0
23,Nữ,1,741000.0,2,Đồng,1,1,1
40,Nữ,1,1082000.0,2,Kim Cương,1,5,1
30,Nam,7,644000.0,7,Đồng,1,4,1
24,Nữ,2,574000.0,2,Đồng,0,4,1
23,Nam,7,686000.0,4,Bạc,1,1,0
32,Nam,1,574000.0,2,Đồng,0,1,1
33,Nữ,2,963000.0,8,Vàng,1,4,1
32,Nam,1,560000.0,1,Đồng,1,3,0
27,Nam,6,802000.0,9,Bạc,1,4,1
29,Nam,1,708000.0,1,Đồng,1,1,1
41,Nam,1,765000.0,2,Bạc,0,4,1
32,Nam,2,1117000.0,4,Kim Cương,1,4,1
29,Nữ,1,538000.0,1,Đồng,0,3,1
19,Nam,1,786000.0,7,Bạc,0,5,1
23,Nam,7,707000.0,7,Bạc,1,1,1
30,Nam,3,883000.0,7,Vàng,1,1,1
27,Nữ,1,727000.0,8,Bạc,1,4,1
27,Nam,4,705000.0,8,Bạc,1,3,1
28,Nữ,1,961000.0,3,Vàng,0,4,1
46,Nam,1,696000.0,2,Bạc,1,3,1
25,Nam,1,654000.0,3,Đồng,1,1,1
24,Nam,1,705000.0,1,Bạc,0,5,1
34,Nam,9,757000.0,11,Bạc,1,5,1
27,Nam,2,676000.0,2,Đồng,1,1,1
24,Nữ,8,865000.0,3,Vàng,1,4,1
22,Nam,11,1076000.0,10,Kim Cương,1,5,1
35,Nữ,1,684000.0,7,Đồng,0,1,1
40,Nữ,2,947000.0,7,Vàng,0,3,1
35,Nam,7,703000.0,7,Đồng,1,4,0
21,Nữ,1,579000.0,2,Đồng,0,4,1
23,Nữ,11,652000.0,9,Bạc,1,4,1
21,Nam,1,628000.0,4,Đồng,0,3,1
26,Nam,1,742000.0,7,Bạc,0,1,1
23,Nữ,1,722000.0,7,Đồng,0,1,1
19,Nam,2,626000.0,2,Đồng,1,1,0
24,Nữ,1,700000.0,9,Bạc,1,1,1
23,Nữ,8,966000.0,9,Vàng,1,3,1
32,Nam,13,1162000.0,3,Kim Cương,1,1,1
24,Nữ,1,758000.0,1,Bạc,1,3,0
27,Nam,1,680000.0,1,Đồng,1,1,1
38,Nam,1,1071000.0,1,Kim Cương,1,3,1
33,Nữ,1,653000.0,1,Bạc,1,3,1
19,Nam,1,718000.0,4,Bạc,0,4,1
45,Nữ,1,656000.0,3,Đồng,0,3,1
34,Nữ,1,880000.0,1,Vàng,1,5,1
39,Nam,9,648000.0,8,Đồng,1,1,1
33,Nam,1,889000.0,2,Bạc,1,1,1
28,Nam,1,553000.0,7,Đồng,0,5,0
24,Nam,2,702000.0,2,Đồng,1,1,1
25,Nữ,1,711000.0,2,Bạc,1,3,1
24,Nữ,1,789000.0,7,Bạc,0,4,1
30,Nam,1,763000.0,4,Bạc,1,1,1
28,Nam,2,898000.0,3,Vàng,1,1,1
25,Nữ,4,759000.0,10,Bạc,1,1,1
21,Nữ,1,795000.0,7,Bạc,1,4,1
29,Nam,1,774000.0,13,Bạc,1,4,1
21,Nam,1,593000.0,2,Đồng,0,1,1
31,Nam,1,738000.0,2,Bạc,1,4,1
38,Nam,1,700000.0,1,Đồng,0,3,1
34,Nữ,2,1042000.0,1,Kim Cương,0,1,1
22,Nam,1,679000.0,2,Đồng,1,3,1
34,Nam,1,571000.0,1,Đồng,1,3,1
24,Nữ,1,591000.0,7,Đồng,0,4,1
38,Nữ,1,1035000.0,3,Vàng,0,3,1
28,Nam,6,706000.0,7,Bạc,1,5,1
23,Nữ,2,652000.0,2,Đồng,1,3,1
25,Nam,7,744000.0,7,Bạc,0,3,1
32,Nam,1,882000.0,1,Bạc,1,1,1
28,Nữ,1,555000.0,2,Đồng,1,4,0
28,Nữ,1,758000.0,1,Bạc,1,1,1
29,Nam,1,795000.0,12,Vàng,0,1,1
46,Nam,1,701000.0,2,Bạc,0,3,1
28,Nữ,1,586000.0,7,Đồng,0,3,1
23,Nam,2,764000.0,2,Đồng,1,1,1
20,Nữ,1,606000.0,1,Đồng,0,3,0
30,Nữ,1,730000.0,3,Đồng,1,5,1
36,Nữ,1,698000.0,1,Bạc,1,3,1
24,Nam,7,889000.0,7,Vàng,1,4,0
42,Nam,1,881000.0,3,Vàng,1,1,1
24,Nam,1,704000.0,1,Bạc,1,3,0
25,Nam,2,645000.0,2,Đồng,1,4,1
26,Nữ,1,632000.0,1,Đồng,0,4,0
29,Nam,1,630000.0,2,Đồng,0,1,1
27,Nam,1,814000.0,1,Bạc,0,4,1
21,Nam,1,607000.0,4,Đồng,0,4,1
22,Nam,1,728000.0,7,Bạc,1,1,1
39,Nam,1,1031000.0,3,Vàng,1,3,1
42,Nữ,1,643000.0,7,Đồng,1,1,1
30,Nữ,2,596000.0,2,Đồng,1,3,1
22,Nam,1,685000.0,4,Bạc,0,1,0
47,Nữ,1,1048000.0,2,Kim Cương,1,1,1
21,Nữ,1,636000.0,3,Đồng,0,3,1
26,Nam,1,669000.0,1,Đồng,1,4,1
23,Nam,1,749000.0,4,Đồng,0,5,0
30,Nữ,1,587000.0,2,Đồng,1,4,1
31,Nam,9,758000.0,1,Bạc,1,3,1
28,Nam,1,738000.0,1,Đồng,1,1,0
30,Nữ,12,597000.0,17,Đồng,1,5,1
31,Nữ,1,683000.0,3,Bạc,0,4,1
34,Nữ,1,642000.0,2,Đồng,0,5,1
32,Nam,1,634000.0,1,Đồng,0,4,1
34,Nam,2,944000.0,9,Vàng,1,4,1
31,Nữ,1,760000.0,1,Đồng,1,3,1
45,Nam,1,1166000.0,2,Kim Cương,1,5,1
25,Nữ,1,754000.0,2,Bạc,0,3,1
26,Nữ,3,638000.0,12,Đồng,1,5,1
30,Nam,1,692000.0,2,Đồng,1,1,1
34,Nữ,1,675000.0,2,Đồng,1,3,1
21,Nữ,1,629000.0,3,Đồng,0,1,1
28,Nữ,10,687000.0,7,Đồng,1,3,1
28,Nam,3,571000.0,2,Đồng,1,5,1
30,Nam,1,1144000.0,6,Kim Cương,0,3,1
45,Nữ,2,908000.0,7,Vàng,1,5,1
23,Nữ,4,695000.0,4,Bạc,1,3,1
34,Nam,1,829000.0,7,Bạc,1,5,1
21,Nam,1,646000.0,8,Đồng,0,5,1
19,Nam,1,644000.0,2,Đồng,1,5,0
43,Nam,1,785000.0,4,Bạc,1,3,1
37,Nam,1,720000.0,2,Đồng,0,1,1
39,Nữ,1,1045000.0,4,Kim Cương,1,1,1
35,Nữ,1,631000.0,2,Đồng,1,3,1
24,Nữ,1,815000.0,2,Bạc,1,1,1
49,Nữ,11,1171000.0,10,Kim Cương,1,5,1
36,Nữ,1,684000.0,8,Đồng,1,3,1
34,Nữ,1,630000.0,4,Đồng,0,1,1
21,Nữ,1,662000.0,4,Đồng,0,4,0
21,Nữ,1,635000.0,1,Đồng,0,3,0
29,Nam,1,719000.0,1,Đồng,1,1,1
32,Nữ,1,1107000.0,12,Kim Cương,1,3,1
20,Nữ,1,742000.0,2,Đồng,0,1,1
30,Nam,1,612000.0,4,Đồng,1,1,1
21,Nam,1,972000.0,3,Vàng,0,3,1
19,Nữ,1,641000.0,1,Đồng,1,4,0
25,Nam,1,582000.0,1,Đồng,0,1,0
24,Nữ,7,754000.0,8,Bạc,1,5,1
45,Nam,2,952000.0,1,Vàng,1,1,1
40,Nam,15,1090000.0,7,Kim Cương,1,3,1
23,Nữ,6,612000.0,7,Đồng,1,1,1
50,Nữ,13,934000.0,11,Vàng,1,5,1
39,Nữ,1,677000.0,4,Đồng,0,1,1
35,Nam,1,1087000.0,1,Kim Cương,1,3,1
28,Nam,4,680000.0,3,Đồng,1,3,1
43,Nữ,1,606000.0,1,Đồng,0,3,1
28,Nam,5,589000.0,7,Đồng,1,3,1
26,Nữ,1,895000.0,2,Vàng,0,1,1
27,Nam,1,1036000.0,8,Vàng,0,4,1
26,Nam,2,936000.0,7,Vàng,1,3,0
23,Nam,1,624000.0,3,Đồng,0,1,0
25,Nam,1,625000.0,2,Đồng,0,4,1
29,Nam,1,744000.0,1,Bạc,0,3,1
22,Nam,1,814000.0,1,Vàng,1,3,0
21,Nữ,1,863000.0,2,Vàng,1,5,0
28,Nam,2,642000.0,1,Đồng,0,3,1
28,Nam,9,849000.0,7,Vàng,1,1,1
22,Nam,1,685000.0,2,Đồng,0,3,0
41,Nữ,6,660000.0,7,Đồng,1,1,1
45,Nữ,7,1204000.0,8,Kim Cương,1,4,1
32,Nam,1,729000.0,10,Bạc,0,1,1
26,Nam,6,636000.0,9,Đồng,0,3,1
34,Nữ,2,969000.0,13,Vàng,1,3,1
30,Nữ,1,605000.0,7,Đồng,1,3,1
24,Nam,1,726000.0,5,Bạc,1,1,1
32,Nam,5,872000.0,8,Bạc,1,5,1
35,Nam,3,759000.0,7,Đồng,1,4,1
22,Nữ,1,573000.0,1,Đồng,0,3,0
23,Nam,1,636000.0,2,Đồng,1,1,1
27,Nữ,1,1123000.0,5,Kim Cương,1,3,1
24,Nam,1,1005000.0,3,Vàng,1,1,1
31,Nam,1,590000.0,1,Đồng,1,4,0
31,Nam,1,895000.0,3,Vàng,0,5,1
32,Nữ,1,793000.0,7,Bạc,0,3,1
23,Nam,1,638000.0,1,Đồng,0,3,1
27,Nữ,1,715000.0,3,Đồng,1,3,1
26,Nam,5,671000.0,7,Bạc,0,1,1
23,Nam,1,665000.0,1,Đồng,0,1,0
28,Nữ,1,815000.0,2,Bạc,1,1,1
37,Nữ,1,822000.0,2,Vàng,0,3,1
34,Nữ,11,1091000.0,8,Kim Cương,1,5,1
30,Nam,7,798000.0,7,Vàng,1,4,1
41,Nam,6,678000.0,9,Bạc,1,5,1
20,Nam,1,651000.0,2,Đồng,1,3,0
23,Nam,2,592000.0,1,Đồng,1,1,1
30,Nữ,1,919000.0,1,Vàng,0,3,1
30,Nữ,4,706000.0,3,Bạc,1,4,1
39,Nam,1,1169000.0,9,Kim Cương,1,3,1
21,Nam,1,572000.0,4,Đồng,0,1,1
23,Nam,1,821000.0,4,Bạc,0,4,1
30,Nam,1,703000.0,1,Đồng,1,4,1
39,Nam,10,1067000.0,7,Kim Cương,1,4,1
27,Nam,1,552000.0,6,Đồng,1,3,1
21,Nữ,1,652000.0,2,Đồng,0,3,0
27,Nam,1,655000.0,1,Đồng,1,5,0
30,Nam,1,631000.0,3,Đồng,1,1,1
23,Nam,1,710000.0,2,Đồng,0,5,0
30,Nam,1,648000.0,2,Đồng,1,1,1
28,Nam,5,825000.0,7,Bạc,1,1,1
29,Nữ,1,570000.0,3,Đồng,0,3,1
31,Nam,1,792000.0,1,Vàng,0,3,1
20,Nữ,1,606000.0,1,Đồng,0,4,1
35,Nữ,2,646000.0,2,Đồng,0,1,1
35,Nam,1,1062000.0,1,Kim Cương,1,1,1
29,Nữ,1,659000.0,1,Đồng,0,5,1
34,Nam,4,697000.0,7,Bạc,1,3,1
38,Nữ,2,978000.0,2,Vàng,0,5,1
34,Nữ,1,677000.0,2,Bạc,1,3,1
29,Nữ,1,673000.0,6,Đồng,1,3,1
21,Nam,1,582000.0,2,Đồng,1,5,0
21,Nam,1,595000.0,2,Đồng,0,3,1
36,Nam,1,1169000.0,1,Kim Cương,0,1,1
22,Nam,2,709000.0,2,Đồng,1,3,1
24,Nam,1,727000.0,2,Bạc,0,3,1
24,Nữ,1,702000.0,5,Bạc,1,1,1
28,Nữ,1,687000.0,1,Đồng,1,3,1
40,Nữ,8,888000.0,10,Bạc,1,5,1
27,Nam,8,586000.0,8,Đồng,1,1,1
29,Nữ,1,667000.0,1,Đồng,0,5,0
23,Nữ,1,374000.0,2,Đồng,0,1,1
29,Nam,7,847000.0,8,Vàng,1,3,1
24,Nữ,1,708000.0,2,Bạc,0,3,1
30,Nam,11,728000.0,8,Bạc,0,1,1
27,Nam,4,912000.0,7,Bạc,1,1,1
43,Nam,7,888000.0,1,Vàng,1,4,1
29,Nam,1,768000.0,2,Vàng,0,4,1
27,Nam,1,580000.0,1,Đồng,1,1,1
23,Nam,1,517000.0,1,Đồng,1,3,0
19,Nam,9,592000.0,7,Đồng,1,5,0
31,Nam,1,631000.0,1,Đồng,1,3,1
21,Nam,1,650000.0,2,Đồng,0,5,1
20,Nam,1,805000.0,2,Đồng,1,4,1
28,Nữ,1,749000.0,5,Đồng,1,1,1
23,Nam,2,677000.0,8,Đồng,0,1,1
39,Nam,2,760000.0,2,Bạc,0,4,1
24,Nữ,1,769000.0,4,Đồng,1,1,1
31,Nam,1,725000.0,1,Đồng,1,1,1
